number,value,datetime_start,datetime_complete,duration,params_A2C_n_steps,params_gamma,params_learning_rate,params_vf_coef,state,Environment,Agent,params_exploration_fraction,params_target_update_interval,params_PPO_n_steps,params_ent_coef
85,-0.2,2023-12-12 07:14:15.387065,2023-12-12 07:15:33.791827,0 days 00:01:18.404762,267.0,0.9913475039047766,0.0022936526752514,0.4644695996995678,COMPLETE,FrozenLake-v1,A2C,,,,
86,-0.1,2023-12-12 07:15:33.799943,2023-12-12 07:16:52.161854,0 days 00:01:18.361911,241.0,0.9887044379882242,0.0008955176989142,0.4512175790155793,COMPLETE,FrozenLake-v1,A2C,,,,
87,-0.8,2023-12-12 07:16:52.169856,2023-12-12 07:18:07.439075,0 days 00:01:15.269219,474.0,0.9975443897249716,0.0034050513722432,0.4816390668747988,COMPLETE,FrozenLake-v1,A2C,,,,
88,-0.5,2023-12-12 07:18:07.448078,2023-12-12 07:19:23.759289,0 days 00:01:16.311211,386.0,0.9829558411384894,0.0016337713092943,0.4921919340975544,COMPLETE,FrozenLake-v1,A2C,,,,
89,-0.2,2023-12-12 07:19:23.766290,2023-12-12 07:20:40.012117,0 days 00:01:16.245827,362.0,0.9776275591798612,0.00120962851275,0.4210763429702899,COMPLETE,FrozenLake-v1,A2C,,,,
90,-0.3,2023-12-12 07:20:40.019229,2023-12-12 07:21:56.627799,0 days 00:01:16.608570,342.0,0.9946332064216556,0.0044916519138771,0.4378501274314745,COMPLETE,FrozenLake-v1,A2C,,,,
91,-0.3,2023-12-12 07:21:56.635800,2023-12-12 07:23:13.775157,0 days 00:01:17.139357,331.0,0.9902298922904252,0.0020516426285548,0.4667907449652766,COMPLETE,FrozenLake-v1,A2C,,,,
92,-0.7,2023-12-12 07:23:13.782157,2023-12-12 07:24:31.113198,0 days 00:01:17.331041,286.0,0.9881708223607036,0.0020846681955664,0.4749242739523836,COMPLETE,FrozenLake-v1,A2C,,,,
93,-0.5,2023-12-12 07:24:31.121199,2023-12-12 07:25:48.946266,0 days 00:01:17.825067,298.0,0.9925433885059594,0.0018861819230434,0.4620042379291727,COMPLETE,FrozenLake-v1,A2C,,,,
94,-0.5,2023-12-12 07:25:48.954268,2023-12-12 07:27:08.132680,0 days 00:01:19.178412,168.0,0.985515880323754,0.0015522656168918,0.4564488254921944,COMPLETE,FrozenLake-v1,A2C,,,,
95,-0.0,2023-12-12 07:27:08.141682,2023-12-12 07:28:25.326347,0 days 00:01:17.184665,327.0,0.9898862925876982,0.0023738251382131,0.4920694165287098,COMPLETE,FrozenLake-v1,A2C,,,,
96,-0.2,2023-12-12 07:28:25.334453,2023-12-12 07:29:41.160936,0 days 00:01:15.826483,423.0,0.9959413437103896,0.0028335364992854,0.4732138189714227,COMPLETE,FrozenLake-v1,A2C,,,,
97,-0.4,2023-12-12 07:29:41.168177,2023-12-12 07:30:57.983752,0 days 00:01:16.815575,367.0,0.98117777572284,0.0011042478440271,0.44311839755115,COMPLETE,FrozenLake-v1,A2C,,,,
98,-0.9,2023-12-12 07:30:57.990753,2023-12-12 07:32:16.703988,0 days 00:01:18.713235,219.0,0.9979042299065704,0.0013973782911443,0.4823564476085589,COMPLETE,FrozenLake-v1,A2C,,,,
99,-0.0,2023-12-12 07:32:16.712991,2023-12-12 07:33:35.623986,0 days 00:01:18.910995,202.0,0.9982797020945716,0.0013034099955777,0.4848173639980629,COMPLETE,FrozenLake-v1,A2C,,,,
0,-0.3,2023-12-12 07:33:35.644503,2023-12-12 07:34:30.468362,0 days 00:00:54.823859,,0.9237644613197836,0.0004522601129923,,COMPLETE,FrozenLake-v1,DQN,0.1974643236706178,1536.0,,
1,-0.7,2023-12-12 07:34:30.478364,2023-12-12 07:35:25.600775,0 days 00:00:55.122411,,0.9688012424749404,0.000398173264265,,COMPLETE,FrozenLake-v1,DQN,0.1420144503047401,772.0,,
2,-0.7,2023-12-12 07:35:25.607776,2023-12-12 07:36:20.236658,0 days 00:00:54.628882,,0.950605714488321,8.854926545790171e-05,,COMPLETE,FrozenLake-v1,DQN,0.1725219451444865,882.0,,
3,-0.2,2023-12-12 07:36:20.243707,2023-12-12 07:37:14.469836,0 days 00:00:54.226129,,0.9880168101694516,0.0073836719013647,,COMPLETE,FrozenLake-v1,DQN,0.2720606891071194,1673.0,,
4,-0.5,2023-12-12 07:37:14.477838,2023-12-12 07:38:09.054897,0 days 00:00:54.577059,,0.941081462682308,2.811784067961982e-05,,COMPLETE,FrozenLake-v1,DQN,0.168905394951527,1731.0,,
5,-0.5,2023-12-12 07:38:09.065012,2023-12-12 07:39:03.508625,0 days 00:00:54.443613,,0.9955657960996592,6.353559232379995e-05,,COMPLETE,FrozenLake-v1,DQN,0.4908584973676139,578.0,,
6,-0.1,2023-12-12 07:39:03.517629,2023-12-12 07:39:58.125267,0 days 00:00:54.607638,,0.9956441804820216,1.2500829115770524e-05,,COMPLETE,FrozenLake-v1,DQN,0.2888953834322506,1034.0,,
7,-0.5,2023-12-12 07:39:58.133269,2023-12-12 07:40:53.202289,0 days 00:00:55.069020,,0.9541068358386792,0.0003747447432578,,COMPLETE,FrozenLake-v1,DQN,0.1700864725624954,909.0,,
8,-0.1,2023-12-12 07:40:53.210405,2023-12-12 07:41:47.620351,0 days 00:00:54.409946,,0.9146525014507028,0.0001479106113086,,COMPLETE,FrozenLake-v1,DQN,0.1560194599265052,1765.0,,
9,-0.6,2023-12-12 07:41:47.631454,2023-12-12 07:42:42.312577,0 days 00:00:54.681123,,0.9172200726030396,6.440146117223551e-05,,COMPLETE,FrozenLake-v1,DQN,0.1808841534286493,1009.0,,
10,-0.5,2023-12-12 07:42:42.319705,2023-12-12 07:43:37.045944,0 days 00:00:54.726239,,0.9708122595617912,0.0016647227271254,,COMPLETE,FrozenLake-v1,DQN,0.1173757391861324,535.0,,
11,-0.5,2023-12-12 07:43:37.054082,2023-12-12 07:44:31.756859,0 days 00:00:54.702777,,0.961196593827114,0.0002057419690574,,COMPLETE,FrozenLake-v1,DQN,0.1055300074238784,730.0,,
12,-0.6,2023-12-12 07:44:31.765909,2023-12-12 07:45:28.230057,0 days 00:00:56.464148,,0.9439852402443784,0.0011723949883163,,COMPLETE,FrozenLake-v1,DQN,0.2417164400136932,1324.0,,
13,-0.4,2023-12-12 07:45:28.238058,2023-12-12 07:46:22.675311,0 days 00:00:54.437253,,0.973393233539695,8.472644457094453e-05,,COMPLETE,FrozenLake-v1,DQN,0.3448071884021831,1236.0,,
14,-0.6,2023-12-12 07:46:22.683385,2023-12-12 07:47:17.547844,0 days 00:00:54.864459,,0.9334835834996856,2.6857642481132173e-05,,COMPLETE,FrozenLake-v1,DQN,0.1023237198793776,764.0,,
15,-0.7,2023-12-12 07:47:17.554845,2023-12-12 07:48:12.265687,0 days 00:00:54.710842,,0.9027224423249558,0.0006629149092619,,COMPLETE,FrozenLake-v1,DQN,0.2273096732249197,1210.0,,
16,-0.4,2023-12-12 07:48:12.273690,2023-12-12 07:49:06.761615,0 days 00:00:54.487925,,0.9603789846024812,0.0002187694135339,,COMPLETE,FrozenLake-v1,DQN,0.2155512958468223,771.0,,
17,-0.3,2023-12-12 07:49:06.769618,2023-12-12 07:50:01.599762,0 days 00:00:54.830144,,0.9527922799045468,0.0008227765033059,,COMPLETE,FrozenLake-v1,DQN,0.1491134848219622,944.0,,
18,-0.2,2023-12-12 07:50:01.607764,2023-12-12 07:50:56.090455,0 days 00:00:54.482691,,0.9755548289323352,0.0001374851759245,,COMPLETE,FrozenLake-v1,DQN,0.1391176301410895,1941.0,,
19,-0.6,2023-12-12 07:50:56.099458,2023-12-12 07:51:50.802424,0 days 00:00:54.702966,,0.9376226058631484,0.0002985231657156,,COMPLETE,FrozenLake-v1,DQN,0.3310652427439748,1098.0,,
20,-0.5,2023-12-12 07:51:50.811427,2023-12-12 07:52:45.363206,0 days 00:00:54.551779,,0.9490573112859936,0.0013339720620203,,COMPLETE,FrozenLake-v1,DQN,0.2023935247948796,1420.0,,
21,-0.3,2023-12-12 07:52:45.372208,2023-12-12 07:53:39.925568,0 days 00:00:54.553360,,0.9011770200177136,0.0005403317573581,,COMPLETE,FrozenLake-v1,DQN,0.2352267925282669,1227.0,,
22,-0.2,2023-12-12 07:53:39.932746,2023-12-12 07:54:34.423917,0 days 00:00:54.491171,,0.931413611360248,0.0006419591548037,,COMPLETE,FrozenLake-v1,DQN,0.1457580487359651,836.0,,
23,-0.6,2023-12-12 07:54:34.432919,2023-12-12 07:55:29.825965,0 days 00:00:55.393046,,0.9021682345855504,0.0024609753636557,,COMPLETE,FrozenLake-v1,DQN,0.2396694366724539,649.0,,
24,-0.4,2023-12-12 07:55:29.834115,2023-12-12 07:56:24.373622,0 days 00:00:54.539507,,0.945571665246567,0.0003224577850139,,COMPLETE,FrozenLake-v1,DQN,0.1931550601908555,1125.0,,
25,-0.6,2023-12-12 07:56:24.380627,2023-12-12 07:57:18.849014,0 days 00:00:54.468387,,0.9293903506160288,0.0007142800232432,,COMPLETE,FrozenLake-v1,DQN,0.1272946408519467,1364.0,,
26,-0.5,2023-12-12 07:57:18.857030,2023-12-12 07:58:13.273581,0 days 00:00:54.416551,,0.962019994957562,0.0001219201655383,,COMPLETE,FrozenLake-v1,DQN,0.1610280257537032,894.0,,
27,-0.6,2023-12-12 07:58:13.281582,2023-12-12 07:59:07.975699,0 days 00:00:54.694117,,0.9360793171053958,0.0002498357494886,,COMPLETE,FrozenLake-v1,DQN,0.2117614907251148,1172.0,,
28,-0.2,2023-12-12 07:59:07.982762,2023-12-12 08:00:02.737068,0 days 00:00:54.754306,,0.9418889537828676,0.000414171635517,,COMPLETE,FrozenLake-v1,DQN,0.1319027949158831,620.0,,
29,-0.3,2023-12-12 08:00:02.747120,2023-12-12 08:00:57.628746,0 days 00:00:54.881626,,0.927037143653547,0.0004543518594564,,COMPLETE,FrozenLake-v1,DQN,0.185469193453749,1564.0,,
30,-0.5,2023-12-12 08:00:57.644753,2023-12-12 08:01:52.355897,0 days 00:00:54.711144,,0.9229315160840156,0.0001824576229316,,COMPLETE,FrozenLake-v1,DQN,0.1889566672022583,1479.0,,
31,-0.4,2023-12-12 08:01:52.363902,2023-12-12 08:02:47.111278,0 days 00:00:54.747376,,0.9096122907642564,6.666475130471967e-05,,COMPLETE,FrozenLake-v1,DQN,0.174766674223667,1019.0,,
32,-0.6,2023-12-12 08:02:47.119454,2023-12-12 08:03:41.731542,0 days 00:00:54.612088,,0.9212017377962058,4.939445866506001e-05,,COMPLETE,FrozenLake-v1,DQN,0.2195893695057224,993.0,,
33,-0.5,2023-12-12 08:03:41.738544,2023-12-12 08:04:36.577395,0 days 00:00:54.838851,,0.9156616965346044,0.0001090564147492,,COMPLETE,FrozenLake-v1,DQN,0.1279897808113902,848.0,,
34,-0.5,2023-12-12 08:04:36.595518,2023-12-12 08:05:31.991731,0 days 00:00:55.396213,,0.9070465560371294,3.978203648060864e-05,,COMPLETE,FrozenLake-v1,DQN,0.2584226992949436,693.0,,
35,-0.4,2023-12-12 08:05:31.999834,2023-12-12 08:06:26.596046,0 days 00:00:54.596212,,0.9175000366516056,8.055510252878835e-05,,COMPLETE,FrozenLake-v1,DQN,0.1762688414536632,1082.0,,
36,-0.4,2023-12-12 08:06:26.604420,2023-12-12 08:07:21.089235,0 days 00:00:54.484815,,0.9093481129074298,0.0001061338063898,,COMPLETE,FrozenLake-v1,DQN,0.1591710776842232,938.0,,
37,-0.5,2023-12-12 08:07:21.097236,2023-12-12 08:08:16.152042,0 days 00:00:55.054806,,0.9224696583335408,0.0001782878298413,,COMPLETE,FrozenLake-v1,DQN,0.2006339881654749,1298.0,,
38,-0.1,2023-12-12 08:08:16.159349,2023-12-12 08:09:10.614277,0 days 00:00:54.454928,,0.9005186259113825,0.0002811980666825,,COMPLETE,FrozenLake-v1,DQN,0.2675327631104343,503.0,,
39,-0.2,2023-12-12 08:09:10.622278,2023-12-12 08:10:05.291372,0 days 00:00:54.669094,,0.938606944378553,2.5809368943492537e-05,,COMPLETE,FrozenLake-v1,DQN,0.1677161944606847,823.0,,
40,-0.0,2023-12-12 08:10:05.298503,2023-12-12 08:11:00.119730,0 days 00:00:54.821227,,0.928721431277878,1.2921202350199688e-05,,COMPLETE,FrozenLake-v1,DQN,0.1197078027727765,1153.0,,
41,-0.6,2023-12-12 08:11:00.127731,2023-12-12 08:11:54.948186,0 days 00:00:54.820455,,0.9451332141592688,0.0012179304325158,,COMPLETE,FrozenLake-v1,DQN,0.2350954476814023,1308.0,,
42,-0.5,2023-12-12 08:11:54.954187,2023-12-12 08:12:49.491164,0 days 00:00:54.536977,,0.9803967679910928,0.0009051163755844,,COMPLETE,FrozenLake-v1,DQN,0.2516255364860688,1630.0,,
43,-0.4,2023-12-12 08:12:49.498255,2023-12-12 08:13:44.219667,0 days 00:00:54.721412,,0.95544603980876,0.0005159992157988,,COMPLETE,FrozenLake-v1,DQN,0.2823267776863998,1221.0,,
44,-0.7,2023-12-12 08:13:44.229669,2023-12-12 08:14:38.677204,0 days 00:00:54.447535,,0.9654334564482956,0.0003944866610344,,COMPLETE,FrozenLake-v1,DQN,0.2209704407154034,1033.0,,
45,-0.6,2023-12-12 08:14:38.685207,2023-12-12 08:15:34.484953,0 days 00:00:55.799746,,0.9671592928263696,0.0003994616958896,,COMPLETE,FrozenLake-v1,DQN,0.21983553610307,1037.0,,
46,-0.6,2023-12-12 08:15:34.492955,2023-12-12 08:16:28.896188,0 days 00:00:54.403233,,0.9651937015369848,0.000158388027017,,COMPLETE,FrozenLake-v1,DQN,0.1830420404287465,1001.0,,
47,-0.3,2023-12-12 08:16:28.904190,2023-12-12 08:17:23.703862,0 days 00:00:54.799672,,0.9585519019579496,0.0002480852151367,,COMPLETE,FrozenLake-v1,DQN,0.1554969585696076,766.0,,
48,-0.6,2023-12-12 08:17:23.712862,2023-12-12 08:18:18.418521,0 days 00:00:54.705659,,0.949574821078188,0.0003362565641107,,COMPLETE,FrozenLake-v1,DQN,0.1395332766767905,891.0,,
49,-0.5,2023-12-12 08:18:18.427523,2023-12-12 08:19:12.952852,0 days 00:00:54.525329,,0.955780582775166,0.0001699965291168,,COMPLETE,FrozenLake-v1,DQN,0.2009037991171628,961.0,,
50,-0.8,2023-12-12 08:19:12.959851,2023-12-12 08:20:07.955917,0 days 00:00:54.996066,,0.9690046383457266,0.0002283328277268,,COMPLETE,FrozenLake-v1,DQN,0.1129604690100581,1059.0,,
51,-0.6,2023-12-12 08:20:07.965050,2023-12-12 08:21:02.733129,0 days 00:00:54.768079,,0.9790397318377876,0.0002121992069367,,COMPLETE,FrozenLake-v1,DQN,0.1125973639543632,1049.0,,
52,-0.8,2023-12-12 08:21:02.741131,2023-12-12 08:21:57.271870,0 days 00:00:54.530739,,0.968986041667335,0.0005864049044279,,COMPLETE,FrozenLake-v1,DQN,0.14567965932297,1158.0,,
53,-0.6,2023-12-12 08:21:57.372411,2023-12-12 08:22:52.057239,0 days 00:00:54.684828,,0.9685056128478808,0.0005925670975456,,COMPLETE,FrozenLake-v1,DQN,0.1081192779285355,1174.0,,
54,-0.3,2023-12-12 08:22:52.066241,2023-12-12 08:23:46.761157,0 days 00:00:54.694916,,0.9719658486926718,0.0004029366915262,,COMPLETE,FrozenLake-v1,DQN,0.14236295456371,1108.0,,
55,-0.6,2023-12-12 08:23:46.769366,2023-12-12 08:24:41.365268,0 days 00:00:54.595902,,0.9650282006675072,0.000315909447345,,COMPLETE,FrozenLake-v1,DQN,0.1041929061857587,1401.0,,
56,-0.5,2023-12-12 08:24:41.373270,2023-12-12 08:25:36.403744,0 days 00:00:55.030474,,0.9621026920574716,0.0008408965883855,,COMPLETE,FrozenLake-v1,DQN,0.1613274869357901,1206.0,,
57,-0.3,2023-12-12 08:25:36.412749,2023-12-12 08:26:31.539756,0 days 00:00:55.127007,,0.9750639847840996,0.0005416697728938,,COMPLETE,FrozenLake-v1,DQN,0.1470166936099796,699.0,,
58,-0.4,2023-12-12 08:26:31.546757,2023-12-12 08:27:26.077866,0 days 00:00:54.531109,,0.9701604116653968,0.0007066533456042,,COMPLETE,FrozenLake-v1,DQN,0.1297863140549074,868.0,,
59,-0.3,2023-12-12 08:27:26.084866,2023-12-12 08:28:20.967068,0 days 00:00:54.882202,,0.9511541567806984,0.0002568359610946,,COMPLETE,FrozenLake-v1,DQN,0.1188777467169044,814.0,,
60,-0.6,2023-12-12 08:28:20.985172,2023-12-12 08:29:15.735033,0 days 00:00:54.749861,,0.9587496587235428,0.0004734523716797,,COMPLETE,FrozenLake-v1,DQN,0.178819427158716,1272.0,,
61,-0.6,2023-12-12 08:29:15.744037,2023-12-12 08:30:10.355795,0 days 00:00:54.611758,,0.9639435369382078,0.0001353376719225,,COMPLETE,FrozenLake-v1,DQN,0.1699878911766829,941.0,,
62,-0.6,2023-12-12 08:30:10.363874,2023-12-12 08:31:04.646510,0 days 00:00:54.282636,,0.9701725018948216,0.0003430928646414,,COMPLETE,FrozenLake-v1,DQN,0.1496915700016835,1122.0,,
63,-0.7,2023-12-12 08:31:04.654541,2023-12-12 08:31:59.369540,0 days 00:00:54.714999,,0.9577290889237092,0.0002140595970507,,COMPLETE,FrozenLake-v1,DQN,0.1901783839842281,979.0,,
64,-0.7,2023-12-12 08:31:59.376541,2023-12-12 08:32:53.762614,0 days 00:00:54.386073,,0.9578672932963664,0.0002156788888112,,COMPLETE,FrozenLake-v1,DQN,0.1917780175162741,1060.0,,
65,-0.3,2023-12-12 08:32:53.769728,2023-12-12 08:33:48.458384,0 days 00:00:54.688656,,0.9613086684274492,0.0003848259700047,,COMPLETE,FrozenLake-v1,DQN,0.1012350431387205,976.0,,
66,-0.3,2023-12-12 08:33:48.467388,2023-12-12 08:34:42.731208,0 days 00:00:54.263820,,0.95486408975613,0.0002843400161906,,COMPLETE,FrozenLake-v1,DQN,0.210301537379338,1951.0,,
67,-0.4,2023-12-12 08:34:42.739310,2023-12-12 08:35:38.591194,0 days 00:00:55.851884,,0.9471560714190944,0.0009829534341335,,COMPLETE,FrozenLake-v1,DQN,0.1355923480778558,591.0,,
68,-0.8,2023-12-12 08:35:38.599197,2023-12-12 08:36:33.125684,0 days 00:00:54.526487,,0.9674354832836016,0.0006617301509476,,COMPLETE,FrozenLake-v1,DQN,0.1650793223027689,786.0,,
69,-0.3,2023-12-12 08:36:33.133791,2023-12-12 08:37:27.968077,0 days 00:00:54.834286,,0.952682019996572,0.0006109498045194,,COMPLETE,FrozenLake-v1,DQN,0.1552695455501263,788.0,,
70,-0.5,2023-12-12 08:37:27.976083,2023-12-12 08:38:22.933300,0 days 00:00:54.957217,,0.9673627866985166,0.0007171060264197,,COMPLETE,FrozenLake-v1,DQN,0.1690634815779388,923.0,,
71,-0.6,2023-12-12 08:38:22.940343,2023-12-12 08:39:17.345143,0 days 00:00:54.404800,,0.9731312710716749,0.0004695734214097,,COMPLETE,FrozenLake-v1,DQN,0.1845848626219388,665.0,,
72,-0.4,2023-12-12 08:39:17.354650,2023-12-12 08:40:11.976910,0 days 00:00:54.622260,,0.9636539900812046,0.0002062708506864,,COMPLETE,FrozenLake-v1,DQN,0.1205183702152696,1825.0,,
73,-0.5,2023-12-12 08:40:11.983876,2023-12-12 08:41:06.995078,0 days 00:00:55.011202,,0.9676309990307228,0.0005048276534826,,COMPLETE,FrozenLake-v1,DQN,0.1985540216066623,749.0,,
74,-0.6,2023-12-12 08:41:07.002082,2023-12-12 08:42:01.926604,0 days 00:00:54.924522,,0.9592208357910642,0.0003391938636758,,COMPLETE,FrozenLake-v1,DQN,0.1417792563673562,868.0,,
75,-0.4,2023-12-12 08:42:01.935606,2023-12-12 08:42:56.833079,0 days 00:00:54.897473,,0.9525568270498024,0.000657565011543,,COMPLETE,FrozenLake-v1,DQN,0.1649612395204687,1142.0,,
76,-0.5,2023-12-12 08:42:56.841081,2023-12-12 08:43:51.241902,0 days 00:00:54.400821,,0.9414926220605176,0.0010992356313582,,COMPLETE,FrozenLake-v1,DQN,0.22704497056842,1180.0,,
77,-0.6,2023-12-12 08:43:51.248979,2023-12-12 08:44:46.173450,0 days 00:00:54.924471,,0.9768872387167294,0.0004133004532815,,COMPLETE,FrozenLake-v1,DQN,0.1895469828919508,1080.0,,
78,-0.5,2023-12-12 08:44:46.182453,2023-12-12 08:45:42.339895,0 days 00:00:56.157442,,0.9826319717940512,0.00137977476087,,COMPLETE,FrozenLake-v1,DQN,0.209013397777824,713.0,,
79,-0.4,2023-12-12 08:45:42.347896,2023-12-12 08:46:36.624315,0 days 00:00:54.276419,,0.9727801783838772,0.0007766657343818,,COMPLETE,FrozenLake-v1,DQN,0.1782248844700619,1023.0,,
80,-0.7,2023-12-12 08:46:36.632468,2023-12-12 08:47:31.612420,0 days 00:00:54.979952,,0.9623411227577066,0.0001398081347874,,COMPLETE,FrozenLake-v1,DQN,0.1504076659340143,910.0,,
81,-0.3,2023-12-12 08:47:31.620053,2023-12-12 08:48:26.291022,0 days 00:00:54.670969,,0.9578345146798684,0.0002254709020051,,COMPLETE,FrozenLake-v1,DQN,0.1934737348516345,1062.0,,
82,-0.4,2023-12-12 08:48:26.299025,2023-12-12 08:49:20.922284,0 days 00:00:54.623259,,0.9661677512762992,0.0001898725381152,,COMPLETE,FrozenLake-v1,DQN,0.2271340590760233,987.0,,
83,-0.5,2023-12-12 08:49:20.931285,2023-12-12 08:50:15.818564,0 days 00:00:54.887279,,0.969607069341081,0.0003044951526778,,COMPLETE,FrozenLake-v1,DQN,0.1334151412318577,810.0,,
84,-0.8,2023-12-12 08:50:15.827565,2023-12-12 08:51:10.513968,0 days 00:00:54.686403,,0.9560251198213612,0.0002704040250415,,COMPLETE,FrozenLake-v1,DQN,0.1607057005158815,1096.0,,
85,-0.6,2023-12-12 08:51:10.521969,2023-12-12 08:52:04.958049,0 days 00:00:54.436080,,0.94945336481886,0.0002553323622367,,COMPLETE,FrozenLake-v1,DQN,0.1623291385173876,1237.0,,
86,-0.6,2023-12-12 08:52:04.966052,2023-12-12 08:52:59.567524,0 days 00:00:54.601472,,0.9612901874105656,0.0005334610110349,,COMPLETE,FrozenLake-v1,DQN,0.1542738038312768,1254.0,,
87,-0.7,2023-12-12 08:52:59.575527,2023-12-12 08:53:54.388968,0 days 00:00:54.813441,,0.964802953414224,0.0003905481700008,,COMPLETE,FrozenLake-v1,DQN,0.1739907423394983,1192.0,,
88,-0.3,2023-12-12 08:53:54.396078,2023-12-12 08:54:48.527567,0 days 00:00:54.131489,,0.9564795711900332,0.000166614353996,,COMPLETE,FrozenLake-v1,DQN,0.1211013224318153,1351.0,,
89,-0.7,2023-12-12 08:54:48.535568,2023-12-12 08:55:43.616434,0 days 00:00:55.080866,,0.9538738569309148,0.0001104789343191,,COMPLETE,FrozenLake-v1,DQN,0.2038146578660062,1112.0,,
90,-0.6,2023-12-12 08:55:43.626541,2023-12-12 08:56:38.676872,0 days 00:00:55.050331,,0.9469344248381488,0.0004368729555866,,COMPLETE,FrozenLake-v1,DQN,0.1848007616916236,965.0,,
91,-0.3,2023-12-12 08:56:38.684035,2023-12-12 08:57:33.493271,0 days 00:00:54.809236,,0.9574885900741568,0.0002094217296358,,COMPLETE,FrozenLake-v1,DQN,0.1939643411092468,1041.0,,
92,-0.2,2023-12-12 08:57:33.500272,2023-12-12 08:58:28.281259,0 days 00:00:54.780987,,0.9594272580646908,0.0002851779036264,,COMPLETE,FrozenLake-v1,DQN,0.1421536140338378,1140.0,,
93,-0.6,2023-12-12 08:58:28.289444,2023-12-12 08:59:23.196481,0 days 00:00:54.907037,,0.9691008128018838,0.000610831673473,,COMPLETE,FrozenLake-v1,DQN,0.167489399641093,1079.0,,
94,-0.5,2023-12-12 08:59:23.203481,2023-12-12 09:00:18.165720,0 days 00:00:54.962239,,0.96340463412143,0.0002378657966906,,COMPLETE,FrozenLake-v1,DQN,0.1301742671303664,882.0,,
95,-0.5,2023-12-12 09:00:18.173782,2023-12-12 09:01:13.165783,0 days 00:00:54.992001,,0.9609972061590644,0.0003631276197201,,COMPLETE,FrozenLake-v1,DQN,0.1565580836432335,1002.0,,
96,-0.2,2023-12-12 09:01:13.175785,2023-12-12 09:02:07.944767,0 days 00:00:54.768982,,0.9666976733921566,0.0001861567345207,,COMPLETE,FrozenLake-v1,DQN,0.1771191561902644,846.0,,
97,-0.6,2023-12-12 09:02:07.951769,2023-12-12 09:03:02.904142,0 days 00:00:54.952373,,0.9559372255961912,0.0002787124199606,,COMPLETE,FrozenLake-v1,DQN,0.2160758308356031,1287.0,,
98,-0.6,2023-12-12 09:03:02.913144,2023-12-12 09:03:57.690061,0 days 00:00:54.776917,,0.9720215644197562,0.0001532224040913,,COMPLETE,FrozenLake-v1,DQN,0.1895202880485829,1056.0,,
99,-0.6,2023-12-12 09:03:57.699063,2023-12-12 09:04:52.566638,0 days 00:00:54.867575,,0.9506089697763576,0.0003456068517057,,COMPLETE,FrozenLake-v1,DQN,0.2055033931760473,949.0,,
0,-0.2,2023-12-12 01:24:35.292485,2023-12-12 01:26:58.346067,0 days 00:02:23.053582,,0.93125720958749,0.0002887985987263,,COMPLETE,FrozenLake-v1,PPO,,,128.0,7.132066615912981e-05
1,-0.0,2023-12-12 01:26:58.355149,2023-12-12 01:29:17.708524,0 days 00:02:19.353375,,0.9008042471688228,1.6599399116576348e-05,,COMPLETE,FrozenLake-v1,PPO,,,832.0,0.0749488054814782
2,-0.6,2023-12-12 01:29:17.716526,2023-12-12 01:31:40.181135,0 days 00:02:22.464609,,0.9012222667642508,0.0001905472662221,,COMPLETE,FrozenLake-v1,PPO,,,256.0,0.0008534220923051
3,-0.8,2023-12-12 01:31:40.188696,2023-12-12 01:34:00.016853,0 days 00:02:19.828157,,0.9565772626163114,0.0003280679300994,,COMPLETE,FrozenLake-v1,PPO,,,704.0,0.0045808468312138
4,-0.0,2023-12-12 01:34:00.025854,2023-12-12 01:36:21.783758,0 days 00:02:21.757904,,0.9995115442669766,0.0003673662865842,,COMPLETE,FrozenLake-v1,PPO,,,320.0,2.8516653768288654e-05
5,-0.0,2023-12-12 01:36:21.790758,2023-12-12 01:38:46.038860,0 days 00:02:24.248102,,0.964831355948628,0.0015818326712874,,COMPLETE,FrozenLake-v1,PPO,,,64.0,0.0004782455017413
6,-0.3,2023-12-12 01:38:46.047371,2023-12-12 01:41:07.290147,0 days 00:02:21.242776,,0.9325325705606308,0.0002107987508456,,COMPLETE,FrozenLake-v1,PPO,,,320.0,0.0013221865890414
7,-0.2,2023-12-12 01:41:07.298150,2023-12-12 01:43:27.488880,0 days 00:02:20.190730,,0.9427041469858078,0.0014074300391699,,COMPLETE,FrozenLake-v1,PPO,,,512.0,2.8244458751160323e-05
8,-0.2,2023-12-12 01:43:27.497882,2023-12-12 01:45:48.192299,0 days 00:02:20.694417,,0.9731675815598682,0.0003053008031937,,COMPLETE,FrozenLake-v1,PPO,,,960.0,1.951310722679729e-05
9,-0.8,2023-12-12 01:45:48.199441,2023-12-12 01:48:07.015361,0 days 00:02:18.815920,,0.9629868687845582,0.0022003008818242,,COMPLETE,FrozenLake-v1,PPO,,,896.0,1.262759905529594e-05
10,-0.4,2023-12-12 01:48:07.022496,2023-12-12 01:50:27.308579,0 days 00:02:20.286083,,0.9899963210916564,0.0095598976598149,,COMPLETE,FrozenLake-v1,PPO,,,704.0,0.0127076396470701
11,-0.6,2023-12-12 01:50:27.321582,2023-12-12 01:52:46.077568,0 days 00:02:18.755986,,0.956447435622129,0.0094290547137345,,COMPLETE,FrozenLake-v1,PPO,,,896.0,0.005169226472285
12,-0.2,2023-12-12 01:52:46.085570,2023-12-12 01:55:06.293336,0 days 00:02:20.207766,,0.9742726866821234,0.0018131784389741,,COMPLETE,FrozenLake-v1,PPO,,,704.0,0.0001512635832149
